location_id,client_id,date_location,duree_location,type_vehicule,type_carburant,lieu_location,kilométrage,prix_total,remise_appliquee,programme_fidelite_utilise,premiere_location,paiement_id,date_paiement,montant_paye,type_paiement,statut_paiement,remise_appliquée_en_%
112,4595,2024-12-12,29,Citadine,Hybride,Gare,459.0,3010.43,False,True,False,112,2024-12-12,3010.43,Virement,Réussi,
113,1552,2024-07-02,21,Citadine,Hybride,Gare,98.0,2374.11,False,False,True,113,2024-07-02,2374.11,Carte bancaire,Réussi,
114,792,2024-11-18,25,Berline,Hybride,Aéroport,330.0,1624.11,True,False,False,114,2024-11-18,1624.11,Carte bancaire,Réussi,29.0
115,95,2024-11-09,1,SUV,Hybride,Centre-ville,719.0,48.78,False,True,False,115,2024-11-08,48.78,Virement,Réussi,
116,3511,2024-11-02,21,Utilitaire,Diesel,Centre-ville,698.0,812.2,False,True,False,116,2024-10-31,812.2,Carte bancaire,Réussi,
117,4701,2024-04-04,2,Citadine,Électrique,Gare,445.0,67.72,False,False,True,117,2024-04-03,67.72,Carte bancaire,Réussi,
118,4904,2024-03-31,1,Berline,Essence,Aéroport,534.0,43.81,True,False,True,118,2024-03-30,43.81,Carte bancaire,Réussi,14.0
119,2872,2024-12-27,23,Citadine,Hybride,Centre-ville,,891.59,True,False,True,119,2024-12-26,891.59,Carte bancaire,Réussi,9.0
120,1398,2024-05-16,22,SUV,Diesel,Centre-ville,698.0,1442.1,False,False,True,120,2024-05-15,1442.1,PayPal,Réussi,
121,4001,2024-06-22,29,Citadine,Hybride,Aéroport,231.0,2936.68,True,False,False,121,2024-06-22,2936.68,PayPal,Réussi,27.0
122,3297,2024-11-10,21,SUV,Diesel,Centre-ville,185.0,2199.79,False,False,False,122,2024-11-08,2199.79,Carte bancaire,Réussi,
123,3994,2025-02-23,22,Utilitaire,Diesel,Centre-ville,329.0,2291.13,False,True,False,123,2025-02-21,2291.13,Virement,Réussi,
124,574,2024-03-24,25,Utilitaire,Diesel,Aéroport,683.0,784.45,False,False,False,124,2024-03-22,784.45,Carte bancaire,Réussi,
125,3557,2024-07-06,13,Citadine,Essence,Gare,718.0,1189.84,False,False,False,125,2024-07-06,1189.84,Carte bancaire,Réussi,
126,723,2024-03-30,7,Citadine,Essence,Centre-ville,,504.34,False,False,False,126,2024-03-30,504.34,Carte bancaire,Réussi,
127,2666,2024-05-22,19,SUV,Hybride,Aéroport,900.0,917.73,False,True,False,127,2024-05-20,917.73,Carte bancaire,Réussi,
128,1773,2024-03-13,30,SUV,Électrique,Aéroport,842.0,2301.1,False,True,True,128,2024-03-13,2301.1,PayPal,Réussi,
129,4540,2025-01-03,30,Citadine,Diesel,Aéroport,352.0,1323.99,False,True,True,129,2025-01-01,1323.99,Carte bancaire,Réussi,
130,2330,2024-04-21,29,Berline,Essence,Centre-ville,533.0,2659.82,False,False,False,130,2024-04-20,2659.82,Carte bancaire,Réussi,
131,4401,2025-02-08,10,SUV,Essence,Aéroport,197.0,878.6,True,False,False,131,2025-02-08,878.6,Carte bancaire,Réussi,17.0
132,1202,2024-04-20,19,Utilitaire,Hybride,Gare,85.0,1096.2,True,False,True,132,2024-04-20,1096.2,Carte bancaire,Réussi,20.0
133,3528,2024-04-13,5,Berline,Électrique,Centre-ville,360.0,211.7,True,False,False,133,2024-04-11,211.7,Carte bancaire,Réussi,6.0
134,4841,2024-05-30,8,SUV,Hybride,Aéroport,505.0,439.01,False,True,False,134,2024-05-28,439.01,Carte bancaire,Réussi,
135,1579,2024-04-26,17,SUV,Diesel,Aéroport,350.0,1816.43,False,False,True,135,2024-04-26,1816.43,Carte bancaire,Réussi,
136,4762,2024-09-18,19,Citadine,Diesel,Gare,985.0,1117.16,False,False,False,136,2024-09-17,1117.16,Carte bancaire,Réussi,
137,3443,2024-10-17,5,SUV,Essence,Centre-ville,907.0,481.95,False,False,True,137,2024-10-17,481.95,Carte bancaire,Réussi,
138,203,2024-03-07,19,Citadine,Hybride,Centre-ville,951.0,1682.22,False,False,False,138,2024-03-07,1682.22,PayPal,Réussi,
139,278,2024-09-28,21,SUV,Diesel,Aéroport,773.0,1005.12,False,False,False,139,2024-09-27,1005.12,Carte bancaire,Réussi,
140,483,2025-02-17,18,SUV,Essence,Aéroport,732.0,1898.76,False,True,False,140,2025-02-17,1898.76,Carte bancaire,Réussi,
141,784,2024-07-02,29,Citadine,Essence,Gare,620.0,2610.46,False,False,False,141,2024-06-30,2610.46,PayPal,Réussi,
142,3994,2024-11-28,14,SUV,Hybride,Gare,494.0,1350.54,False,True,False,142,2024-11-28,1350.54,PayPal,Réussi,
143,785,2024-10-04,21,Citadine,Diesel,Aéroport,347.0,696.86,False,False,False,143,2024-10-04,696.86,Carte bancaire,Réussi,
144,4478,2024-04-29,1,Citadine,Essence,Aéroport,146.0,66.54,False,False,False,144,2024-04-28,66.54,Carte bancaire,Réussi,
145,3940,2024-12-23,25,SUV,Diesel,Aéroport,338.0,2876.38,False,False,False,145,2024-12-21,2876.38,Carte bancaire,Réussi,
146,2589,2024-06-29,23,Berline,Essence,Centre-ville,53.0,1187.12,False,False,False,146,,1187.12,PayPal,Réussi,
147,1976,2024-09-15,27,SUV,Essence,Aéroport,942.0,2274.59,False,True,False,147,2024-09-15,2274.59,Virement,Réussi,
148,2750,2024-09-03,20,SUV,Électrique,Gare,79.0,1757.03,False,False,False,148,2024-09-02,1757.03,Carte bancaire,Réussi,
149,3718,2024-08-22,16,Citadine,Hybride,Centre-ville,155.0,811.62,False,False,False,149,2024-08-20,811.62,PayPal,Réussi,
150,3438,2024-06-07,28,Citadine,Hybride,Aéroport,95.0,1501.28,False,False,False,150,2024-06-06,1501.28,Carte bancaire,Réussi,
151,4512,2025-02-21,6,Citadine,Diesel,Centre-ville,790.0,377.08,False,False,False,151,2025-02-20,377.08,Carte bancaire,Réussi,
152,3234,2024-03-19,27,Berline,Essence,Aéroport,481.0,1024.02,False,False,False,152,2024-03-17,1024.02,Carte bancaire,Réussi,
153,235,2024-05-19,25,Citadine,Essence,Gare,414.0,2898.13,False,False,True,153,2024-05-19,2898.13,Virement,Réussi,
154,1280,2024-05-21,10,SUV,Diesel,Aéroport,,603.41,False,False,False,154,2024-05-20,603.41,Carte bancaire,Réussi,
155,1661,2024-03-30,5,Berline,Diesel,Gare,894.0,580.78,False,False,False,155,2024-03-28,580.78,Carte bancaire,Échoué,
156,1689,2024-12-08,28,Citadine,Électrique,Centre-ville,346.0,3320.88,False,False,True,156,2024-12-07,3320.88,Carte bancaire,Réussi,
157,4538,2024-04-16,16,SUV,Essence,Gare,498.0,849.33,False,False,False,157,2024-04-15,849.33,PayPal,Réussi,
158,3110,2024-06-07,4,SUV,Électrique,Aéroport,65.0,203.4,False,False,False,158,2024-06-05,203.4,Virement,Réussi,
159,1080,2025-01-18,23,Citadine,Hybride,Aéroport,366.0,1263.7,False,False,True,159,2025-01-16,1263.7,Carte bancaire,Réussi,
160,2570,2024-09-12,18,Citadine,Hybride,Gare,781.0,1371.7,False,False,False,160,2024-09-12,1371.7,Virement,Réussi,
161,3349,2024-05-12,22,Citadine,Essence,Aéroport,261.0,1170.19,False,False,True,161,2024-05-12,1170.19,PayPal,Réussi,
162,1180,2024-08-04,13,Berline,Hybride,Gare,157.0,1025.2,False,False,False,162,,1025.2,Carte bancaire,Réussi,
163,2580,2024-11-14,26,SUV,Essence,Aéroport,134.0,2434.74,False,True,False,163,2024-11-14,2434.74,Carte bancaire,Réussi,
164,3428,2025-01-21,28,Berline,Diesel,Centre-ville,170.0,1467.58,False,True,False,164,2025-01-21,1467.58,Carte bancaire,Réussi,
165,2028,2024-04-13,22,Berline,Diesel,Aéroport,978.0,1303.86,False,False,True,165,2024-04-12,1303.86,PayPal,Réussi,
166,3393,2024-11-03,25,Citadine,Essence,Centre-ville,329.0,1378.34,True,True,True,166,2024-11-01,1378.34,PayPal,Réussi,22.0
167,3855,2024-08-17,3,Berline,Essence,Centre-ville,168.0,206.27,False,True,False,167,2024-08-16,206.27,Carte bancaire,Réussi,
168,28,2025-01-19,30,Berline,Essence,Gare,990.0,1260.22,False,False,True,168,2025-01-19,1260.22,Carte bancaire,Réussi,
169,2684,2024-06-05,17,Berline,Hybride,Centre-ville,71.0,1389.84,False,False,True,169,2024-06-05,1389.84,Carte bancaire,Réussi,
170,844,2025-01-15,26,Berline,Essence,Aéroport,795.0,914.55,False,False,False,170,2025-01-14,914.55,PayPal,Réussi,
171,3202,2024-03-21,19,Berline,Diesel,Gare,509.0,876.38,True,True,True,171,,876.38,Carte bancaire,Réussi,28.0
172,4552,2024-06-03,16,Berline,Essence,Aéroport,748.0,1913.54,False,True,False,172,2024-06-01,1913.54,Carte bancaire,Réussi,
173,133,2024-10-13,14,SUV,Essence,Gare,171.0,554.56,False,False,False,173,2024-10-12,554.56,Carte bancaire,Réussi,
174,3046,2024-11-07,9,SUV,Électrique,Centre-ville,250.0,877.31,False,False,False,174,2024-11-07,877.31,Carte bancaire,Réussi,
175,4597,2025-01-27,11,Berline,Essence,Gare,497.0,1098.14,False,False,True,175,2025-01-26,1098.14,Carte bancaire,Réussi,
176,4220,2024-05-13,26,Citadine,Essence,Aéroport,864.0,2522.55,False,True,True,176,2024-05-11,2522.55,Carte bancaire,Réussi,
177,2573,2024-08-21,12,Citadine,Hybride,Aéroport,591.0,1198.69,False,False,True,177,2024-08-20,1198.69,Carte bancaire,Réussi,
178,1976,2024-07-31,13,Utilitaire,Essence,Centre-ville,147.0,583.06,False,True,False,178,,583.06,Carte bancaire,Réussi,
179,1965,2024-06-14,5,Utilitaire,Essence,Aéroport,324.0,416.5,False,False,False,179,2024-06-14,416.5,Carte bancaire,Réussi,
180,4016,2025-02-12,6,Citadine,Hybride,Aéroport,422.0,692.93,False,True,False,180,2025-02-11,692.93,Carte bancaire,Réussi,
181,2876,2024-03-29,4,Citadine,Diesel,Centre-ville,931.0,270.55,False,False,False,181,2024-03-27,270.55,Carte bancaire,Réussi,
182,897,2024-09-19,4,Citadine,Diesel,Gare,,178.47,False,False,False,182,2024-09-17,178.47,Virement,Réussi,
183,3899,2025-01-15,23,Citadine,Hybride,Aéroport,949.0,1681.76,False,True,False,183,2025-01-15,1681.76,PayPal,Réussi,
184,3358,2025-02-13,24,SUV,Diesel,Gare,823.0,735.16,False,False,True,184,2025-02-11,735.16,Carte bancaire,Réussi,
185,1043,2024-09-26,7,Citadine,Électrique,Centre-ville,172.0,819.96,False,False,True,185,2024-09-26,819.96,Carte bancaire,Réussi,
186,4801,2024-08-16,17,SUV,Hybride,Gare,902.0,645.07,False,True,True,186,2024-08-16,645.07,Virement,Réussi,
187,261,2024-09-29,9,Citadine,Diesel,Centre-ville,474.0,744.26,False,False,False,187,2024-09-28,744.26,Carte bancaire,Réussi,
188,4048,2024-07-07,23,SUV,Essence,Gare,532.0,839.16,False,False,False,188,2024-07-07,839.16,Carte bancaire,Réussi,
189,833,2024-09-12,4,Berline,Essence,Aéroport,696.0,243.71,False,False,False,189,2024-09-12,243.71,PayPal,Réussi,
190,323,2024-07-21,30,Citadine,Essence,Gare,712.0,3256.69,False,False,True,190,2024-07-19,3256.69,Carte bancaire,Réussi,
191,4629,2024-08-19,29,Citadine,Électrique,Aéroport,103.0,2189.89,False,True,True,191,2024-08-19,2189.89,Carte bancaire,Réussi,
192,103,2024-06-22,20,Utilitaire,Essence,Gare,116.0,2064.03,False,True,False,192,2024-06-20,2064.03,Carte bancaire,Réussi,
193,4417,2024-07-15,13,SUV,Essence,Centre-ville,904.0,1297.22,False,False,False,193,2024-07-14,1297.22,PayPal,Réussi,
194,4373,2024-11-03,26,Utilitaire,Hybride,Gare,,2687.1,True,False,True,194,2024-11-02,2687.1,Carte bancaire,Réussi,9.0
195,4498,2024-09-14,1,Citadine,Essence,Aéroport,906.0,84.32,False,True,False,195,2024-09-13,84.32,Carte bancaire,Réussi,
196,1890,2024-04-04,17,Citadine,Électrique,Centre-ville,132.0,771.32,True,False,True,196,2024-04-02,771.32,Carte bancaire,Réussi,7.0
197,2268,2024-08-26,14,SUV,Essence,Centre-ville,,463.86,False,True,True,197,2024-08-25,463.86,Carte bancaire,Réussi,
